Rank,Release Group,Worldwide,Domestic,%,Foreign,%
347,Love Contractually,"$8,613,029",-,-,"$8,613,029",100%
348,Psychic Kusuo,"$8,608,809",-,-,"$8,608,809",100%
349,The Big Call,"$8,595,808",-,-,"$8,595,808",100%
350,Stronger,"$8,503,658","$4,211,129",49.5%,"$4,292,529",50.5%
351,Amityville: The Awakening,"$8,481,997",$742,<0.1%,"$8,481,255",100%
352,Condorito: The Movie,"$8,431,194","$447,719",5.3%,"$7,983,475",94.7%
353,Raees,"$8,428,190","$3,262,954",38.7%,"$5,165,236",61.3%
354,I Am Not Your Negro,"$8,345,298","$7,123,919",85.4%,"$1,221,379",14.6%
355,Kill Me Please 2017 Re-release,"$8,242,805",-,-,"$8,242,805",100%
356,The Man Who Invented Christmas,"$8,117,668","$5,676,486",69.9%,"$2,441,182",30.1%
357,Sahara,"$8,061,843",-,-,"$8,061,843",100%
358,Fullmetal Alchemist,"$8,053,641",-,-,"$8,053,641",100%
359,The Fixies: Top Secret,"$7,976,551",-,-,"$7,976,551",100%
360,Gogol. The Beginning,"$7,939,761",-,-,"$7,939,761",100%
361,A Day,"$7,868,316",-,-,"$7,868,316",100%
362,"Lord, Give Me Patience","$7,840,331",-,-,"$7,840,331",100%
363,Axel 2: Adventures of the Spacekids,"$7,806,368",-,-,"$7,806,368",100%
364,3 idiotas,"$7,738,470","$1,249,233",16.1%,"$6,489,237",83.9%
365,Explosion,"$7,731,410","$122,700",1.6%,"$7,608,710",98.4%
366,BPM (Beats Per Minute),"$7,704,369","$125,189",1.6%,"$7,579,180",98.4%
367,Just Getting Started,"$7,634,022","$6,069,605",79.5%,"$1,564,417",20.5%
368,Ostwind 3: Aufbruch nach Ora,"$7,456,105",-,-,"$7,456,105",100%
369,Beatriz at Dinner,"$7,425,391","$7,115,854",95.8%,"$309,537",4.2%
370,Goodbye Christopher Robin,"$7,401,949","$1,735,251",23.4%,"$5,666,698",76.6%
371,Kuroko's Basketball: Last Game,"$7,313,308",-,-,"$7,313,308",100%
372,The Midwife,"$7,286,136","$603,582",8.3%,"$6,682,554",91.7%
373,Poveri ma ricchissimi,"$7,285,527",-,-,"$7,285,527",100%
374,Policeman and Me,"$7,278,360",-,-,"$7,278,360",100%
375,Let There Be Light,"$7,233,471","$7,233,471",100%,-,-
376,Birth of the Dragon,"$7,215,027","$6,901,965",95.7%,"$313,062",4.3%
377,Blade of the Immortal,"$7,162,617","$150,532",2.1%,"$7,012,085",97.9%
378,Toc Toc,"$7,158,925",-,-,"$7,158,925",100%
379,McDull: Pork of Music 2017 Re-release,"$7,093,313",-,-,"$7,093,313",100%
380,Reminiscence,"$7,065,019",-,-,"$7,065,019",100%
381,Always Be with You,"$7,052,423",-,-,"$7,052,423",100%
382,Naples in Veils,"$7,050,856",-,-,"$7,050,856",100%
383,Marie-Francine,"$7,034,772",-,-,"$7,034,772",100%
384,The Killing of a Sacred Deer,"$7,027,336","$2,291,901",32.6%,"$4,735,435",67.4%
385,The Dumpling Affair,"$7,017,501",-,-,"$7,017,501",100%
386,To Each His Own,"$6,988,027",-,-,"$6,988,027",100%
387,The Bride,"$6,985,353",-,-,"$6,985,353",100%
388,GG Bond: Guarding,"$6,821,075",-,-,"$6,821,075",100%
389,Just to Be Sure,"$6,726,393",-,-,"$6,726,393",100%
390,Churchill,"$6,724,365","$1,281,258",19.1%,"$5,443,107",80.9%
391,Meow,"$6,651,598",-,-,"$6,651,598",100%
392,Blade Runner Secret Cinema/Final Cut,"$6,644,842",-,-,"$6,644,842",100%
393,Teenosaurus Rex,"$6,618,024",-,-,"$6,618,024",100%
394,The Crucifixion,"$6,554,322",-,-,"$6,554,322",100%
395,Jealous,"$6,497,695",-,-,"$6,497,695",100%
396,Everybody Loves Somebody,"$6,481,798","$1,915,789",29.6%,"$4,566,009",70.4%
397,The New Adventures of Cinderella,"$6,466,643",-,-,"$6,466,643",100%
398,Dear Tutu,"$6,425,179",-,-,"$6,425,179",100%
399,Same Kind of Different as Me,"$6,423,605","$6,423,605",100%,-,-
400,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,"$6,382,550",-,-,"$6,382,550",100%
401,Shinjuku Swan II,"$6,355,297",-,-,"$6,355,297",100%
402,The Monkey King Havoc in Heavens Palace 2017 Re-release,"$6,347,492",-,-,"$6,347,492",100%
403,Hampstead,"$6,335,171","$144,396",2.3%,"$6,190,775",97.7%
404,Honnouji Hotel,"$6,330,984",-,-,"$6,330,984",100%
405,The Merciless,"$6,321,112",-,-,"$6,321,112",100%
406,The Kitchen,"$6,313,817",-,-,"$6,313,817",100%
407,Lowriders,"$6,312,033","$6,303,560",99.9%,"$8,473",0.1%
408,Os Parças,"$6,290,388",-,-,"$6,290,388",100%
409,Norman,"$6,217,567","$3,814,868",61.4%,"$2,402,699",38.6%
410,Naughty Grandma,"$6,143,216",-,-,"$6,143,216",100%
411,Verónica,"$6,123,089",-,-,"$6,123,089",100%
412,Gang Tie Fei Long Zhi Zai Jian Ao Te Man,"$6,120,728",-,-,"$6,120,728",100%
413,Bygones Be Bygones,"$6,076,337",-,-,"$6,076,337",100%
414,Fantastic Journey to Oz,"$5,970,922",-,-,"$5,970,922",100%
415,All Saints,"$5,942,565","$5,802,208",97.6%,"$140,357",2.4%
416,How Are You,"$5,921,481",-,-,"$5,921,481",100%
417,Dealer/Healer,"$5,919,976",-,-,"$5,919,976",100%
418,Crimea,"$5,904,389",-,-,"$5,904,389",100%
419,What a Wonderful Family,"$5,837,878",-,-,"$5,837,878",100%
420,Kirakira Pretty Cure A La Mode the Movie,"$5,832,342",-,-,"$5,832,342",100%
421,24 Hours to Live,"$5,805,201",-,-,"$5,805,201",100%
422,Phillauri,"$5,805,030","$467,596",8.1%,"$5,337,434",91.9%
423,One Week Friends,"$5,804,519",-,-,"$5,804,519",100%
424,The Little Penguin Pororo's Dinosaur Island Adventure,"$5,803,077",-,-,"$5,803,077",100%
425,My Love or My Passion,"$5,786,238",-,-,"$5,786,238",100%
426,The Place,"$5,784,397",-,-,"$5,784,397",100%
427,My Brother Loves Me Too Much,"$5,758,464",-,-,"$5,758,464",100%
428,Carbon,"$5,734,206",-,-,"$5,734,206",100%
429,The House by the Sea,"$5,720,804",-,-,"$5,720,804",100%
430,The 100th Love with You,"$5,716,791",-,-,"$5,716,791",100%
431,Moulin Rouge! 2017 Re-release,"$5,714,701",-,-,"$5,714,701",100%
432,The Summit,"$5,699,056",-,-,"$5,699,056",100%
433,How to Break Up with Your Douchebag,"$5,623,811",-,-,"$5,623,811",100%
434,Dalida,"$5,623,134","$3,465",<0.1%,"$5,619,669",99.9%
435,The Party,"$5,597,950","$749,827",13.4%,"$4,848,123",86.6%
436,The Last Shot in the Bar,"$5,589,299",-,-,"$5,589,299",100%
437,"Me gusta, pero me asusta","$5,549,592",-,-,"$5,549,592",100%
438,C'est tout pour moi,"$5,521,370",-,-,"$5,521,370",100%
439,Warriors of the Dawn,"$5,497,176","$84,532",1.5%,"$5,412,644",98.5%
440,OK Jaanu,"$5,445,281","$355,922",6.5%,"$5,089,359",93.5%
441,An Inconvenient Sequel: Truth to Power,"$5,433,926","$3,496,795",64.4%,"$1,937,131",35.6%
442,What a Day!,"$5,428,592",-,-,"$5,428,592",100%
443,Lady Macbeth,"$5,401,447","$1,129,408",20.9%,"$4,272,039",79.1%
444,Knock,"$5,394,474",-,-,"$5,394,474",100%
445,Coexister,"$5,319,108",-,-,"$5,319,108",100%
446,Madame,"$5,290,971",-,-,"$5,290,971",100%
447,My Blind Date With Life,"$5,276,805",-,-,"$5,276,805",100%
448,Momo,"$5,226,331",-,-,"$5,226,331",100%
449,Survival Family,"$5,190,126",-,-,"$5,190,126",100%
450,Sales gosses,"$5,184,002",-,-,"$5,184,002",100%
451,I'm Underage But I'm Not a Child,"$5,146,046",-,-,"$5,146,046",100%
452,In the Fade,"$5,104,991","$321,011",6.3%,"$4,783,980",93.7%
453,The Sense of an Ending,"$5,081,495","$1,274,420",25.1%,"$3,807,075",74.9%
454,Tokyo Ghoul,"$5,060,120",-,-,"$5,060,120",100%
455,Table 19,"$5,042,014","$3,614,896",71.7%,"$1,427,118",28.3%
456,Kedi,"$5,037,923","$2,835,047",56.3%,"$2,202,876",43.7%
457,Wendy,"$5,034,128",-,-,"$5,034,128",100%
458,Colour of the Game,"$5,029,820",-,-,"$5,029,820",100%
459,Breathe,"$5,026,154","$490,131",9.8%,"$4,536,023",90.2%
460,Double Lover,"$5,012,423","$167,581",3.3%,"$4,844,842",96.7%
461,Hibana,"$5,005,352",-,-,"$5,005,352",100%
462,What a Wonderful Family! 2017 Re-release,"$5,004,572",-,-,"$5,004,572",100%
463,The Girl in the Fog,"$4,996,317",-,-,"$4,996,317",100%
464,Kamen Rider Ex-Aid: True Ending,"$4,973,198",-,-,"$4,973,198",100%
465,The Looming Storm,"$4,964,366",-,-,"$4,964,366",100%
466,A Better Tomorrow 2017 Re-release,"$4,924,718",-,-,"$4,924,718",100%
467,T-Guardians,"$4,889,828",-,-,"$4,889,828",100%
468,Return to the Wolves,"$4,886,088",-,-,"$4,886,088",100%
469,I Got Life!,"$4,879,696",-,-,"$4,879,696",100%
470,The Young Karl Marx,"$4,870,373","$125,659",2.6%,"$4,744,714",97.4%
471,Detetives do Prédio Azul: O Filme,"$4,836,164",-,-,"$4,836,164",100%
472,Sous le même toit,"$4,830,314",-,-,"$4,830,314",100%
473,Mazinger Z: INFINITY,"$4,812,371","$220,682",4.6%,"$4,591,689",95.4%
474,Black Snow,"$4,758,401",-,-,"$4,758,401",100%
475,"Gulyay, Vasya!","$4,756,578",-,-,"$4,756,578",100%
476,Peppa Pig: My First Cinema Experience,"$4,711,491",-,-,"$4,711,491",100%
477,Unlocked,"$4,699,125",-,-,"$4,699,125",100%
478,Flower and Sword,"$4,696,006",-,-,"$4,696,006",100%
479,Tubelight,"$4,650,456","$930,058",20%,"$3,720,398",80%
480,The Book of Henry,"$4,596,705","$4,504,974",98%,"$91,731",2%
481,Tea Pets,"$4,552,351",-,-,"$4,552,351",100%
482,Colossal,"$4,531,320","$3,029,287",66.9%,"$1,502,033",33.1%
483,The Ash Lad: In the Hall of the Mountain King,"$4,522,950",-,-,"$4,522,950",100%
484,Your Eyes,"$4,517,524",-,-,"$4,517,524",100%
485,The Wall,"$4,476,705","$1,803,064",40.3%,"$2,673,641",59.7%
486,Mom or Dad?,"$4,461,317",-,-,"$4,461,317",100%
487,"Daddy You, Daughter Me","$4,453,538",-,-,"$4,453,538",100%
488,In Harm's Way,"$4,447,734",-,-,"$4,447,734",100%
489,Fist & Faith,"$4,433,919",-,-,"$4,433,919",100%
490,The Man with the Iron Heart,"$4,412,639",-,-,"$4,412,639",100%
491,No Game No Life: Zero,"$4,386,487",-,-,"$4,386,487",100%
492,Mark Felt: The Man Who Brought Down the White House,"$4,372,130","$768,946",17.6%,"$3,603,184",82.4%
493,My Teacher,"$4,333,105",-,-,"$4,333,105",100%
494,The Other Side of Hope,"$4,282,973","$183,943",4.3%,"$4,099,030",95.7%
495,The Fastest,"$4,241,561",-,-,"$4,241,561",100%
496,Let the Sunshine In,"$4,192,590","$892,421",21.3%,"$3,300,169",78.7%
497,The Guardians,"$4,167,608","$177,331",4.3%,"$3,990,277",95.7%
498,Peach Girl,"$4,134,365",-,-,"$4,134,365",100%
499,The Hero,"$4,101,699","$4,077,333",99.4%,"$24,366",0.6%
500,Beata ignoranza,"$4,094,269",-,-,"$4,094,269",100%
501,Solo,"$4,090,423",-,-,"$4,090,423",100%
502,Begum Jaan,"$4,060,734",-,-,"$4,060,734",100%
503,Film Stars Don't Die in Liverpool,"$4,047,917","$1,026,124",25.3%,"$3,021,793",74.7%
504,Jeepers Creepers III,"$4,017,852","$2,335,162",58.1%,"$1,682,690",41.9%
505,Didi's Dream,"$4,013,033",-,-,"$4,013,033",100%
506,Three Little Pigs 2,"$4,001,201",-,-,"$4,001,201",100%
507,Faces Places,"$3,996,577","$953,717",23.9%,"$3,042,860",76.1%
508,Bolshoy,"$3,990,117",-,-,"$3,990,117",100%
509,Sleight,"$3,989,705","$3,986,245",99.9%,"$3,460",<0.1%
510,D'après une histoire vraie,"$3,988,331",-,-,"$3,988,331",100%
511,The Nile Hilton Incident,"$3,979,536","$81,089",2%,"$3,898,447",98%
512,A Loving Husband,"$3,960,502",-,-,"$3,960,502",100%
513,Once Again,"$3,957,193",-,-,"$3,957,193",100%
514,The Invisible Guardian,"$3,955,278",-,-,"$3,955,278",100%
515,2:22,"$3,945,729",$422,<0.1%,"$3,945,307",100%
516,Joint Custody,"$3,945,420",-,-,"$3,945,420",100%
517,Terminator 2: Judgment Day 2017 Re-release,"$3,931,111","$1,037,809",26.4%,"$2,893,302",73.6%
518,Loveless,"$3,925,992","$566,356",14.4%,"$3,359,636",85.6%
519,Innocent Curse,"$3,918,114",-,-,"$3,918,114",100%
520,"The Night Is Short, Walk on Girl","$3,878,208","$406,490",10.5%,"$3,471,718",89.5%
521,Django,"$3,876,874","$56,556",1.5%,"$3,820,318",98.5%
522,Pokémon the Movie: Volcanion and the Mechanical Marvel 2017 Re-release,"$3,857,383",-,-,"$3,857,383",100%
523,Bloody Milk,"$3,845,589",-,-,"$3,845,589",100%
524,What a Wonderful Family!,"$3,831,089",-,-,"$3,831,089",100%
525,Brad's Status,"$3,816,527","$2,133,158",55.9%,"$1,683,369",44.1%
526,Asahinagu,"$3,807,061",-,-,"$3,807,061",100%
527,Love Without Words,"$3,741,863",-,-,"$3,741,863",100%
528,Free Fire,"$3,719,383","$1,799,312",48.4%,"$1,920,071",51.6%
529,A Fantastic Woman,"$3,702,353","$2,020,988",54.6%,"$1,681,365",45.4%
530,Perfect Couple,"$3,667,477",-,-,"$3,667,477",100%
531,The Bar,"$3,662,671",-,-,"$3,662,671",100%
532,Hound: Cold Blooded,"$3,660,871",-,-,"$3,660,871",100%
533,Crooked House,"$3,625,952",-,-,"$3,625,952",100%
534,Wedding Unplanned,"$3,606,673",-,-,"$3,606,673",100%
535,The Insult,"$3,601,603","$1,001,305",27.8%,"$2,600,298",72.2%
536,Phoenix Forgotten,"$3,600,146","$3,600,146",100%,-,-
537,Heart Blackened,"$3,593,480","$37,047",1%,"$3,556,433",99%
538,Overnight Republic,"$3,540,420",-,-,"$3,540,420",100%
539,Lapland Odyssey 3,"$3,528,478",-,-,"$3,528,478",100%
540,Chou Super Hero Taisen: Kamen Rider vs. Super Sentai,"$3,511,088",-,-,"$3,511,088",100%
541,Little Spirou,"$3,503,943",-,-,"$3,503,943",100%
542,Precure the Movie: Dream Stars!,"$3,457,773",-,-,"$3,457,773",100%
543,Til Death Do Us Part,"$3,455,267","$3,455,267",100%,-,-
544,All or Nothing,"$3,446,238",-,-,"$3,446,238",100%
545,I Can Quit Whenever I Want: Masterclass,"$3,440,826",-,-,"$3,440,826",100%
546,Shot Caller,"$3,440,362",-,-,"$3,440,362",100%
547,A Gentleman,"$3,438,746","$410,055",11.9%,"$3,028,691",88.1%
548,Boule & Bill 2,"$3,433,585",-,-,"$3,433,585",100%
549,Borg vs. McEnroe,"$3,430,165","$231,346",6.7%,"$3,198,819",93.3%
550,Red Istanbul,"$3,429,587",-,-,"$3,429,587",100%
551,Rabbit School - Guardians of the Golden Egg,"$3,416,299",-,-,"$3,416,299",100%
552,Gauguin: Voyage to Tahiti,"$3,389,322","$200,140",5.9%,"$3,189,182",94.1%
553,Hanni & Nanni: Mehr als beste Freunde,"$3,384,245",-,-,"$3,384,245",100%
554,Angels Wear White,"$3,375,245",-,-,"$3,375,245",100%
555,Mr. Stein Goes Online,"$3,358,085",-,-,"$3,358,085",100%
556,Porady na zdrady,"$3,322,224",-,-,"$3,322,224",100%
557,La deuxième étoile,"$3,320,313",-,-,"$3,320,313",100%
558,Over Drive,"$3,317,996",-,-,"$3,317,996",100%
559,Thomas & Friends: The Great Race 2017 Re-release,"$3,291,829",-,-,"$3,291,829",100%
560,Dust,"$3,288,150",-,-,"$3,288,150",100%
561,Wonderstruck,"$3,285,916","$1,060,377",32.3%,"$2,225,539",67.7%
562,Godzilla: Planet of the Monsters,"$3,285,291",-,-,"$3,285,291",100%
563,Good Time,"$3,283,369","$2,026,499",61.7%,"$1,256,870",38.3%
564,Lino,"$3,279,783",-,-,"$3,279,783",100%
565,Natale da chef,"$3,268,233",-,-,"$3,268,233",100%
566,Barefoot,"$3,253,522",-,-,"$3,253,522",100%
567,Po prostu przyjazn,"$3,250,422",-,-,"$3,250,422",100%
568,No Such Thing as Housewives,"$3,229,789",-,-,"$3,229,789",100%
569,You Choose!,"$3,202,694",-,-,"$3,202,694",100%
570,My Son,"$3,197,535",-,-,"$3,197,535",100%
571,Holy Camp!,"$3,185,945",-,-,"$3,185,945",100%
572,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,"$3,184,384","$2,620,183",82.3%,"$564,201",17.7%
573,Ingrid Goes West,"$3,146,831","$3,024,308",96.1%,"$122,523",3.9%
574,The Royal Exchange,"$3,127,238",-,-,"$3,127,238",100%
575,Close Encounters of the Third Kind 2017 Re-release,"$3,101,507","$3,100,479",100%,"$1,028",<0.1%
576,Girls und Panzer das Finale: Part I,"$3,099,118",-,-,"$3,099,118",100%
577,King of Prism: Pride the Hero,"$3,097,917",-,-,"$3,097,917",100%
578,Let Me Eat Your Pancreas,"$3,097,389",-,-,"$3,097,389",100%
579,Last Cop: The Movie,"$3,096,923",-,-,"$3,096,923",100%
580,Raw,"$3,096,815","$514,870",16.6%,"$2,581,945",83.4%
581,Ismael's Ghosts,"$3,075,562","$102,510",3.3%,"$2,973,052",96.7%
582,The Chase,"$3,067,956",-,-,"$3,067,956",100%
583,Andre Rieu's 2017 Maastricht Concert,"$3,055,674",-,-,"$3,055,674",100%
584,Real,"$2,984,948",-,-,"$2,984,948",100%
585,The Last Word,"$2,982,004","$1,783,421",59.8%,"$1,198,583",40.2%
586,I Can Quit Whenever I Want: Ad Honorem,"$2,974,521",-,-,"$2,974,521",100%
587,The Midnight Man,"$2,930,680",-,-,"$2,930,680",100%
588,Barbara 2017 Re-release,"$2,929,455",-,-,"$2,929,455",100%
589,The Kids Are Back,"$2,915,643",-,-,"$2,915,643",100%
590,One-line,"$2,890,969",-,-,"$2,890,969",100%
591,The Oscar Nominated Short Films 2017: Live Action,"$2,877,797","$2,835,355",98.5%,"$42,442",1.5%
592,Maria By Callas,"$2,869,237","$1,267,301",44.2%,"$1,601,936",55.8%
593,Inhumans,"$2,852,282","$1,521,787",53.4%,"$1,330,495",46.6%
594,Husband & Wife,"$2,839,240",-,-,"$2,839,240",100%
595,The Irregular at Magic High School: The Girl Who Calls the Stars,"$2,819,492",-,-,"$2,819,492",100%
596,Mr & Mme Adelman,"$2,796,077",-,-,"$2,796,077",100%
597,Tofu,"$2,794,217",-,-,"$2,794,217",100%
598,Turning Mecards W: Resurrection of the Black Mirror,"$2,780,397",-,-,"$2,780,397",100%
599,Happiness,"$2,750,684",-,-,"$2,750,684",100%
600,Love Education,"$2,749,490",-,-,"$2,749,490",100%
601,March Comes in Like a Lion 2,"$2,745,799",-,-,"$2,745,799",100%
602,Simran,"$2,740,865",-,-,"$2,740,865",100%
603,Fortunata,"$2,730,233",-,-,"$2,730,233",100%
604,Lucky,"$2,728,446","$955,925",35%,"$1,772,521",65%
605,S.M.A.R.T. Chase,"$2,727,767",-,-,"$2,727,767",100%
606,Meus 15 Anos,"$2,707,996",-,-,"$2,707,996",100%
607,Gangsterdam,"$2,697,522",$954,<0.1%,"$2,696,568",100%
608,Volta,"$2,681,008",-,-,"$2,681,008",100%
609,Beautiful Accident,"$2,632,092","$51,766",2%,"$2,580,326",98%
610,Happy End,"$2,610,794","$301,718",11.6%,"$2,309,076",88.4%
611,Les ex,"$2,604,618",-,-,"$2,604,618",100%
612,Poster Boys,"$2,602,256","$97,049",3.7%,"$2,505,207",96.3%
613,American Renegades,"$2,602,149",-,-,"$2,602,149",100%
614,A Question of Faith,"$2,587,072","$2,587,072",100%,-,-
615,Ordinary Person,"$2,574,748",-,-,"$2,574,748",100%
616,Is Genesis History?,"$2,570,392","$2,570,392",100%,-,-
617,Man of Will,"$2,562,653",-,-,"$2,562,653",100%
618,God's Own Country,"$2,559,939","$335,609",13.1%,"$2,224,330",86.9%
619,The Only Living Boy in New York,"$2,550,321","$624,332",24.5%,"$1,925,989",75.5%
620,Disney's Newsies: The Broadway Musical!,"$2,545,060","$2,545,060",100%,-,-
621,The Dinner,"$2,544,921","$1,323,312",52%,"$1,221,609",48%
622,Couch Potatoes,"$2,536,918",-,-,"$2,536,918",100%
623,IN OUR HANDS: Battle for Jerusalem,"$2,534,370","$2,534,370",100%,-,-
624,Hamon: Yakuza Boogie,"$2,530,859",-,-,"$2,530,859",100%
625,Ittefaq,"$2,520,487","$298,032",11.8%,"$2,222,455",88.2%
626,Honey Bunny,"$2,513,124",-,-,"$2,513,124",100%
627,Maide'nin Altin Günü,"$2,512,221",-,-,"$2,512,221",100%
628,Is the Order a Rabbit?: Dear My Sister,"$2,512,001",-,-,"$2,512,001",100%
629,LBJ,"$2,510,151","$2,470,979",98.4%,"$39,172",1.6%
630,The Tooth and the Nail,"$2,492,254",-,-,"$2,492,254",100%
631,Naparnik,"$2,480,679",-,-,"$2,480,679",100%
632,Flipped 2017 Re-release,"$2,470,709",-,-,"$2,470,709",100%
633,"Love, Surreal and Odd","$2,467,470",-,-,"$2,467,470",100%
634,Great Minds,"$2,465,973",-,-,"$2,465,973",100%
635,Travel Mates,"$2,459,261",-,-,"$2,459,261",100%
636,Bet on Revenge,"$2,453,468",-,-,"$2,453,468",100%
637,Room No. 7,"$2,436,110",-,-,"$2,436,110",100%
638,Strangers,"$2,430,165",-,-,"$2,430,165",100%
639,Rodin,"$2,413,672","$44,261",1.8%,"$2,369,411",98.2%
640,Tenderness,"$2,413,189",-,-,"$2,413,189",100%
641,Soreike! Anpanman: Buruburu no takarasagashi daibouken!,"$2,400,733",-,-,"$2,400,733",100%
642,Um Tio Quase Perfeito,"$2,389,525",-,-,"$2,389,525",100%
643,Lommbock,"$2,389,356",-,-,"$2,389,356",100%
644,Seuls,"$2,385,151",-,-,"$2,385,151",100%
645,Daddy Cool: Join the Fun 2017 Re-release,"$2,359,016",-,-,"$2,359,016",100%
646,To the Top,"$2,354,749",-,-,"$2,354,749",100%
647,Midnight Diner 2,"$2,352,311",-,-,"$2,352,311",100%
648,A Single Rider,"$2,328,997",-,-,"$2,328,997",100%
649,The Limehouse Golem,"$2,327,419",-,-,"$2,327,419",100%
650,March of the Penguins 2: The Next Step,"$2,323,262",-,-,"$2,323,262",100%
651,Wine Wars,"$2,321,975",-,-,"$2,321,975",100%
652,Couple Therapy for Cheaters,"$2,309,020",-,-,"$2,309,020",100%
653,The Resurrection of Gavin Stone,"$2,308,355","$2,303,792",99.8%,"$4,563",0.2%
654,The Village of No Return,"$2,307,393",-,-,"$2,307,393",100%
655,Lucknow Central,"$2,297,750",-,-,"$2,297,750",100%
656,Mersal,"$2,287,182",-,-,"$2,287,182",100%
657,E-San Love Story,"$2,281,699",-,-,"$2,281,699",100%
658,Because I Love You,"$2,281,031",-,-,"$2,281,031",100%
659,My King My Father,"$2,280,212",-,-,"$2,280,212",100%
660,Spindl,"$2,275,889",-,-,"$2,275,889",100%
661,RV: Resurrected Victims,"$2,269,892","$20,374",0.9%,"$2,249,518",99.1%
662,Gold 2017 Re-release,"$2,254,827",-,-,"$2,254,827",100%
663,Lucky Case!,"$2,251,834",-,-,"$2,251,834",100%
664,"Onneli, Anneli ja salaperäinen muukalainen","$2,228,701",-,-,"$2,228,701",100%
665,The Lovers,"$2,216,083","$2,194,521",99%,"$21,562",1%
666,My Giraffe,"$2,191,952",-,-,"$2,191,952",100%
667,What Will People Say,"$2,191,131","$44,156",2%,"$2,146,975",98%
668,Chez Nous 2017 Re-release,"$2,187,885",-,-,"$2,187,885",100%
669,The Suffering,"$2,175,625",-,-,"$2,175,625",100%
670,Everyone's Life,"$2,173,040",-,-,"$2,173,040",100%
671,Sunny Side,"$2,157,683",-,-,"$2,157,683",100%
672,Vezir Parmagi,"$2,157,645",-,-,"$2,157,645",100%
673,About Love. For Adults Only,"$2,157,136",-,-,"$2,157,136",100%
674,The Mysterious Family,"$2,155,017",-,-,"$2,155,017",100%
675,The Line,"$2,142,072",-,-,"$2,142,072",100%
676,Brimstone,"$2,140,941",-,-,"$2,140,941",100%
677,Let Yourself Go,"$2,140,190","$12,189",0.6%,"$2,128,001",99.4%
678,On Body and Soul,"$2,131,259",-,-,"$2,131,259",100%
679,Mountain,"$2,129,889","$365,412",17.2%,"$1,764,477",82.8%
680,I Go Crazy,"$2,128,497",-,-,"$2,128,497",100%
681,Abracadabra,"$2,114,260","$13,975",0.7%,"$2,100,285",99.3%
682,Man and a Baby,"$2,102,178",-,-,"$2,102,178",100%
683,Daddy Cool,"$2,096,987",-,-,"$2,096,987",100%
684,Lost in Paris,"$2,087,225","$691,597",33.1%,"$1,395,628",66.9%
685,Don't Knock Twice,"$2,081,591",-,-,"$2,081,591",100%
686,JoJo's Bizarre Adventure: Diamond Is Unbreakable - Chapter 1,"$2,077,113",-,-,"$2,077,113",100%
687,Harvie and the Magic Museum,"$2,075,870",-,-,"$2,075,870",100%
688,Golmaal Again,"$2,057,329","$1,013,893",49.3%,"$1,043,436",50.7%
