Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,491",Diving Into the Unknown,"$144,130",-,-,"$144,130",100%
"1,492",Clash,"$143,121","$18,215",12.7%,"$124,906",87.3%
"1,493",Gold Coast,"$142,641",-,-,"$142,641",100%
"1,494",Swalef Tafash,"$141,906",-,-,"$141,906",100%
"1,495",Lou Lap,"$141,779",-,-,"$141,779",100%
"1,496",School Tales,"$141,271",-,-,"$141,271",100%
"1,497",National Theatre Live: Hamlet 2016 Re-release,"$140,951",-,-,"$140,951",100%
"1,498",Blood and Glory,"$140,722",-,-,"$140,722",100%
"1,499",My Wife Is a Superstar,"$140,088",-,-,"$140,088",100%
"1,500",Love and Fury,"$139,896",-,-,"$139,896",100%
"1,501",Children of Men 2016 Re-release,"$139,694",-,-,"$139,694",100%
"1,502",Psycho-Pass: The Movie,"$138,366","$138,366",100%,-,-
"1,503",It's Not the Time of My Life,"$137,035",-,-,"$137,035",100%
"1,504",Bang Gang (A Modern Love Story),"$136,891",-,-,"$136,891",100%
"1,505",Iru Mugan,"$136,623",-,-,"$136,623",100%
"1,506",Hassa Wa Baqloz,"$136,307",-,-,"$136,307",100%
"1,507",Pulimurugan,"$136,052",-,-,"$136,052",100%
"1,508",The Kind Words,"$135,382","$135,382",100%,-,-
"1,509",Igelak,"$134,672",-,-,"$134,672",100%
"1,510",Ism,"$134,165","$134,165",100%,-,-
"1,511",La passion d'Augustine,"$133,929",-,-,"$133,929",100%
"1,512",Kangar Hoppiena,"$133,836",-,-,"$133,836",100%
"1,513",Paris Follies 2016 Re-release,"$133,694",-,-,"$133,694",100%
"1,514",Under the Shadow,"$133,324","$31,900",23.9%,"$101,424",76.1%
"1,515",Les enfants de la chance,"$133,083",-,-,"$133,083",100%
"1,516",Dawson City: Frozen Time,"$132,369","$132,369",100%,-,-
"1,517",Bolshoi Babylon,"$131,832",-,-,"$131,832",100%
"1,518",My Love,"$130,959",-,-,"$130,959",100%
"1,519",Paranoia,"$130,915",-,-,"$130,915",100%
"1,520",Maborosi,"$130,864",-,-,"$130,864",100%
"1,521",Like Life,"$130,554",-,-,"$130,554",100%
"1,522",Double Trouble,"$130,520",-,-,"$130,520",100%
"1,523",Requiem for the American Dream,"$130,152","$130,152",100%,-,-
"1,524",Intruder,"$128,788",-,-,"$128,788",100%
"1,525",Lobos sucios,"$128,425",-,-,"$128,425",100%
"1,526",Infernal Affairs 2016 Re-release,"$128,026",-,-,"$128,026",100%
"1,527",Anne of Green Gables,"$127,345",-,-,"$127,345",100%
"1,528",Chimes at Midnight,"$126,724","$126,724",100%,-,-
"1,529",The Boss's Daughter,"$126,647",-,-,"$126,647",100%
"1,530",Tra la terra e il cielo,"$126,199",-,-,"$126,199",100%
"1,531",Bayram Abi,"$125,553",-,-,"$125,553",100%
"1,532",Quella peste di Sophie,"$124,864",-,-,"$124,864",100%
"1,533",Peur de rien,"$124,504",-,-,"$124,504",100%
"1,534",Riot,"$124,358",-,-,"$124,358",100%
"1,535",#Sohavégetnemérös,"$123,694",-,-,"$123,694",100%
"1,536",Funny Soccer,"$123,459",-,-,"$123,459",100%
"1,537",Lanetli Anahtar,"$122,295",-,-,"$122,295",100%
"1,538",The Night Watchman,"$122,073",-,-,"$122,073",100%
"1,539",The Ones Below,"$121,827","$12,488",10.3%,"$109,339",89.7%
"1,540",Little Feather,"$121,142",-,-,"$121,142",100%
"1,541",The Girl Without Hands,"$121,020","$21,787",18%,"$99,233",82%
"1,542",Miss Sharon Jones!,"$120,880","$120,880",100%,-,-
"1,543",Hockney 2016 Re-release,"$120,745","$120,745",100%,-,-
"1,544",To Crack Bloggers,"$120,507",-,-,"$120,507",100%
"1,545",Close to You,"$120,121",-,-,"$120,121",100%
"1,546",Remember the Goal,"$119,100","$119,100",100%,-,-
"1,547",Until Forever 2016 Re-release,"$118,795","$105,358",88.7%,"$13,437",11.3%
"1,548",Kedbet Kol Youm,"$118,747",-,-,"$118,747",100%
"1,549",Fyrir framan annað fólk,"$118,423",-,-,"$118,423",100%
"1,550",Victor,"$117,755","$117,755",100%,-,-
"1,551",100 Yen Love,"$117,642",-,-,"$117,642",100%
"1,552",Lamb of God 2016 Re-release,"$116,744",-,-,"$116,744",100%
"1,553",Çagrilan,"$116,692",-,-,"$116,692",100%
"1,554",Yildizlar da Kayar: Das Borak,"$116,241",-,-,"$116,241",100%
"1,555",Scare Campaign,"$116,023",-,-,"$116,023",100%
"1,556",Robodog,"$115,654",-,-,"$115,654",100%
"1,557",Zakwakani,"$115,518",-,-,"$115,518",100%
"1,558",Carmina y amén. 2016 Re-release,"$115,415",-,-,"$115,415",100%
"1,559",Caged No More,"$114,959","$114,959",100%,-,-
"1,560",In the Room,"$114,945",-,-,"$114,945",100%
"1,561",Cabin Fever,"$114,835",-,-,"$114,835",100%
"1,562",Babalarin Babasi,"$114,540",-,-,"$114,540",100%
"1,563",Doctor Who: The Power of the Daleks,"$114,379",-,-,"$114,379",100%
"1,564",Mi rifaccio il trullo,"$113,361",-,-,"$113,361",100%
"1,565",Family Film,"$112,926",-,-,"$112,926",100%
"1,566",De held,"$112,917",-,-,"$112,917",100%
"1,567",Love Records: Gimme Some Love,"$112,569",-,-,"$112,569",100%
"1,568",My Bebe Love: #KiligPaMore,"$111,808",-,-,"$111,808",100%
"1,569",Ethel & Ernest,"$111,385",-,-,"$111,385",100%
"1,570",Elevator to the Gallows 2016 Re-release,"$111,267","$111,267",100%,-,-
"1,571",O Filho Eterno,"$110,693",-,-,"$110,693",100%
"1,572",Mortal Affair,"$109,818",-,-,"$109,818",100%
"1,573",Zero Days,"$109,649","$109,649",100%,-,-
"1,574",Cameraperson,"$109,464","$102,033",93.2%,"$7,431",6.8%
"1,575",Ares,"$109,143",-,-,"$109,143",100%
"1,576",Once Upon a Time in Paradise,"$108,858",-,-,"$108,858",100%
"1,577",Bagdad Cafe 2016 Re-release,"$108,831",-,-,"$108,831",100%
"1,578","I Am Nojoom, Age 10 and Divorced","$108,396",-,-,"$108,396",100%
"1,579",Tempête,"$107,849",-,-,"$107,849",100%
"1,580",Despite the Falling Snow,"$107,257",-,-,"$107,257",100%
"1,581",The Kwicky Koala Show: Scream Test/The Big Bang/Flipped Out/Bucking Bull/Old Blowhard/Little White Lie,"$107,213",-,-,"$107,213",100%
"1,582",Eclipse,"$107,139",-,-,"$107,139",100%
"1,583",Jeruzalem,"$107,024","$11,287",10.5%,"$95,737",89.5%
"1,584",Best Worst Thing That Ever Could Have Happened,"$106,986","$106,986",100%,-,-
"1,585",Vita Activa: The Spirit of Hannah Arendt,"$106,768","$82,143",76.9%,"$24,625",23.1%
"1,586",The House on Pine Street,"$106,745",-,-,"$106,745",100%
"1,587",Gang of the Caribbean,"$106,526",-,-,"$106,526",100%
"1,588",My Friends,"$106,510",-,-,"$106,510",100%
"1,589",Dekalog 2016 Re-release,"$106,494","$106,494",100%,-,-
"1,590",iGirl,"$106,234",-,-,"$106,234",100%
"1,591",Hana's Miso Soup,"$106,058",-,-,"$106,058",100%
"1,592",No Tomorrow,"$106,019",-,-,"$106,019",100%
"1,593",A Flying Jatt,"$106,015",-,-,"$106,015",100%
"1,594",Come saltano i pesci,"$105,570",-,-,"$105,570",100%
"1,595",Prince,"$104,807",-,-,"$104,807",100%
"1,596",Dictator,"$104,734","$104,734",100%,-,-
"1,597",Bennesbeh Labokra Chou,"$104,305",-,-,"$104,305",100%
"1,598",Gutian Conference,"$104,270",-,-,"$104,270",100%
"1,599",Mimosas,"$104,243",-,-,"$104,243",100%
"1,600",Notes on Blindness,"$104,214",-,-,"$104,214",100%
"1,601",Demon,"$104,038","$104,038",100%,-,-
"1,602",Adult Life Skills,"$103,810",-,-,"$103,810",100%
"1,603",Puerto Ricans in Paris,"$102,890","$102,890",100%,-,-
"1,604",Strike a Pose,"$102,610",-,-,"$102,610",100%
"1,605",The Furies,"$102,428",-,-,"$102,428",100%
"1,606",The Christmas Family 2,"$102,400",-,-,"$102,400",100%
"1,607",Dégradé,"$102,395",-,-,"$102,395",100%
"1,608",Before Sunrise,"$102,348",-,-,"$102,348",100%
"1,609",Tanna,"$102,225","$46,654",45.6%,"$55,571",54.4%
"1,610",Tower,"$101,987","$101,987",100%,-,-
"1,611",And So It Goes 2016 Re-release,"$101,976",-,-,"$101,976",100%
"1,612",Harry Potter and the Deathly Hallows: Part 2 2016 Re-release,"$101,935",-,-,"$101,935",100%
"1,613",Magnus,"$101,739","$8,944",8.8%,"$92,795",91.2%
"1,614",Mis Peludos Angelitos,"$101,373",-,-,"$101,373",100%
"1,615",Three Weddings,"$101,339",-,-,"$101,339",100%
"1,616",Twinsters,"$100,575",-,-,"$100,575",100%
"1,617",Bringing Tibet Home,"$100,336",-,-,"$100,336",100%
"1,618",La pelle dell'orso,"$98,890",-,-,"$98,890",100%
"1,619",Midnight Record Search,"$98,027",-,-,"$98,027",100%
"1,620",The Great Gilly Hopkins,"$97,798",-,-,"$97,798",100%
"1,621",My Hindu Friend,"$97,713",-,-,"$97,713",100%
"1,622",Imagine You & Me,"$97,400",-,-,"$97,400",100%
"1,623",Ouija 2016 Re-release,"$97,045",-,-,"$97,045",100%
"1,624",The Match,"$96,920",-,-,"$96,920",100%
"1,625",The Cliff,"$96,169",-,-,"$96,169",100%
"1,626",Looking for the Holy Land,"$95,549",-,-,"$95,549",100%
"1,627",The Lovers & the Despot,"$95,521","$55,511",58.1%,"$40,010",41.9%
"1,628",The Academy of Muses,"$95,491",-,-,"$95,491",100%
"1,629","Houston, We Have a Problem","$95,478",-,-,"$95,478",100%
"1,630",Achcham Yenbadhu Madamaiyada,"$95,375",-,-,"$95,375",100%
"1,631",1:13:7 Ek Tera Saath,"$94,950",-,-,"$94,950",100%
"1,632",A Quiet Dream,"$94,829",-,-,"$94,829",100%
"1,633",Saala Khadoos,"$94,787","$76,931",81.2%,"$17,856",18.8%
"1,634",Adios Amigos,"$94,509",-,-,"$94,509",100%
"1,635",Frágil equilibrio,"$94,453",-,-,"$94,453",100%
"1,636",Going to Heaven,"$94,334",-,-,"$94,334",100%
"1,637",The Fight Within,"$94,326","$94,326",100%,-,-
"1,638",Asal Abyadh,"$94,194",-,-,"$94,194",100%
"1,639",The Ploy,"$94,056",-,-,"$94,056",100%
"1,640",Rajini Murugan,"$94,022",-,-,"$94,022",100%
"1,641",Leonardo Da Vinci: The Genius in Milan,"$93,685",-,-,"$93,685",100%
"1,642",A Real Vermeer,"$92,684",-,-,"$92,684",100%
"1,643",María (y los demás),"$92,508",-,-,"$92,508",100%
"1,644",The Fourth Phase,"$92,447",-,-,"$92,447",100%
"1,645",Jota de Saura,"$92,378",-,-,"$92,378",100%
"1,646",Into the Forest,"$92,166","$9,995",10.8%,"$82,171",89.2%
"1,647",The NeverEnding Story 2016 Re-release,"$92,049",-,-,"$92,049",100%
"1,648",The Beautiful Days of Aranjuez,"$91,854",-,-,"$91,854",100%
"1,649","Politics, Instructions Manual","$91,832",-,-,"$91,832",100%
"1,650",Acres and Acres,"$91,827",-,-,"$91,827",100%
"1,651",Apnée,"$91,515",-,-,"$91,515",100%
"1,652",Other People,"$91,441","$91,441",100%,-,-
"1,653",May in the Summer 2016 Re-release,"$91,250",-,-,"$91,250",100%
"1,654",Morris from America,"$91,151","$91,151",100%,-,-
"1,655",A Kind of Murder,"$91,149","$2,915",3.2%,"$88,234",96.8%
"1,656",Moonwalkers,"$90,646",-,-,"$90,646",100%
"1,657",The Missing Paper,"$90,611",-,-,"$90,611",100%
"1,658",The Good Neighbor,"$90,573",-,-,"$90,573",100%
"1,659",Fireworks Wednesday 2016 Re-release,"$90,519","$90,519",100%,-,-
"1,660",A Five Star Life 2016 Re-release,"$90,503",-,-,"$90,503",100%
"1,661",A Serious Game,"$90,456",-,-,"$90,456",100%
"1,662",TED 2016,"$90,414",-,-,"$90,414",100%
"1,663",2 Nights Till Morning,"$90,144",-,-,"$90,144",100%
"1,664",The Shimajiro Movie: Shimajiro in Bookland,"$89,611",-,-,"$89,611",100%
"1,665",The Song of Cotton,"$89,372",-,-,"$89,372",100%
"1,666",Apaixonados: O Filme,"$89,043",-,-,"$89,043",100%
"1,667",Berzah: Cin Alemi,"$88,878",-,-,"$88,878",100%
"1,668","Sneak Previews: Neighbors, Sharky's Machine, Ghost Story, Pennies from Heaven","$88,441",-,-,"$88,441",100%
"1,669",The Open Door,"$88,401",-,-,"$88,401",100%
"1,670",Ma' Rosa,"$88,390",-,-,"$88,390",100%
"1,671",Cupid Arrow,"$88,163",-,-,"$88,163",100%
"1,672",Warren Miller's Chasing Shadows,"$87,918",-,-,"$87,918",100%
"1,673",Ocean Waves,"$87,738","$87,738",100%,-,-
"1,674",Ostravak Ostravski,"$87,687",-,-,"$87,687",100%
"1,675",Author: The JT LeRoy Story,"$87,686","$85,999",98.1%,"$1,687",1.9%
"1,676",Musudan,"$86,953",-,-,"$86,953",100%
"1,677",Miss Sixty 2016 Re-release,"$86,849",-,-,"$86,849",100%
"1,678","My Love, Don't Cross That River 2016 Re-release","$86,446","$86,446",100%,-,-
"1,679",Kabr-i Cin Mühür,"$85,929",-,-,"$85,929",100%
"1,680",The Importance of Being Earnest on Stage,"$85,874",-,-,"$85,874",100%
"1,681",Uitvlucht,"$85,646",-,-,"$85,646",100%
"1,682",Korku Komedi: Bana Normal Aktiviteler,"$85,332",-,-,"$85,332",100%
"1,683",Kontributsiya,"$85,193",-,-,"$85,193",100%
"1,684",Ran 2016 Re-release,"$84,789","$66,097",78%,"$18,692",22%
"1,685",The Songs We Sang,"$84,661",-,-,"$84,661",100%
"1,686",My Father's War,"$84,612",-,-,"$84,612",100%
"1,687",River at Far North,"$84,497",-,-,"$84,497",100%
"1,688",Bo fung hon ji,"$84,321",-,-,"$84,321",100%
"1,689",Los Sures,"$83,992","$83,992",100%,-,-
"1,690",Mountain Cry,"$83,878",-,-,"$83,878",100%
"1,691",La fine équipe,"$83,738",-,-,"$83,738",100%
"1,692",The Mayor,"$83,444",-,-,"$83,444",100%
"1,693",Mercenary,"$82,933",-,-,"$82,933",100%
"1,694",Our Women 2016 Re-release,"$82,931",-,-,"$82,931",100%
"1,695",Under Pressure,"$82,867",-,-,"$82,867",100%
"1,696",The Treasure,"$82,392","$50,203",60.9%,"$32,189",39.1%
"1,697",New Pinocchio,"$82,257",-,-,"$82,257",100%
"1,698",Dogs,"$82,144",-,-,"$82,144",100%
"1,699",Silk Road Hero: Khan's Arrow,"$81,873",-,-,"$81,873",100%
"1,700",King Cobra,"$81,757","$81,757",100%,-,-
"1,701",Diamond Island,"$81,613",-,-,"$81,613",100%
"1,702",Human,"$80,410",-,-,"$80,410",100%
"1,703",For the Love of Spock,"$80,141","$80,141",100%,-,-
"1,704",Shepherds and Butchers,"$79,711",-,-,"$79,711",100%
"1,705",The Price of Crime,"$79,088",-,-,"$79,088",100%
"1,706",Rara,"$79,081",-,-,"$79,081",100%
"1,707",Colliding Dreams,"$78,288","$78,288",100%,-,-
"1,708",Anesthesia,"$78,270","$32,163",41.1%,"$46,107",58.9%
"1,709",Yin Lingzhi,"$77,809",-,-,"$77,809",100%
"1,710",Never Ever,"$77,659",-,-,"$77,659",100%
"1,711",Joe Cinque's Consolation,"$77,590",-,-,"$77,590",100%
"1,712","Tiger, Blood in the Mouth","$77,451",-,-,"$77,451",100%
"1,713",Willy 1er,"$77,400",-,-,"$77,400",100%
"1,714",La semilla del silencio,"$77,096",-,-,"$77,096",100%
"1,715",Don't Blink - Robert Frank,"$76,134","$76,134",100%,-,-
"1,716",The Dwarves Must Be Crazy,"$75,820",-,-,"$75,820",100%
"1,717",Twee Grade van Moord,"$75,568",-,-,"$75,568",100%
"1,718",David Bowie Is 2016 Re-release,"$75,060",-,-,"$75,060",100%
"1,719",The Ornithologist,"$74,714","$50,511",67.6%,"$24,203",32.4%
"1,720",The Monster,"$74,700","$12,544",16.8%,"$62,156",83.2%
"1,721",PG lin oi ji yin,"$74,637",-,-,"$74,637",100%
"1,722",Reset,"$74,341","$5,454",7.3%,"$68,887",92.7%
"1,723",Two Countries,"$74,236",-,-,"$74,236",100%
"1,724","All's Well, Ends Well 2012 2016 Re-release","$73,903",-,-,"$73,903",100%
"1,725",Bóg w Krakowie,"$73,579",-,-,"$73,579",100%
"1,726",Chariots of Fire 2016 Re-release,"$73,324",-,-,"$73,324",100%
"1,727",Marina Abramovic In Brazil: The Space In Between,"$73,237",-,-,"$73,237",100%
"1,728",Cerca de tu casa,"$73,021",-,-,"$73,021",100%
"1,729",Masha and the Bear: The Funniest Episodes,"$72,837",-,-,"$72,837",100%
"1,730",Do Not Resist,"$72,791","$72,791",100%,-,-
"1,731","Jerico, the Infinite Flight of Days","$72,527",-,-,"$72,527",100%
"1,732",Who Gets the Dog?,"$72,353",-,-,"$72,353",100%
"1,733",Iona,"$72,241",-,-,"$72,241",100%
"1,734",A Fistful of Grapes,"$72,076",-,-,"$72,076",100%
"1,735",Wild,"$72,022",-,-,"$72,022",100%
"1,736",Raiders!: The Story of the Greatest Fan Film Ever Made,"$71,916","$71,916",100%,-,-
"1,737",Luz de Soledad,"$71,806",-,-,"$71,806",100%
"1,738",Eisenstein in Guanajuato 2015 Re-release,"$71,570","$34,282",47.9%,"$37,288",52.1%
"1,739",The Congressman,"$71,451","$71,451",100%,-,-
"1,740",My Journey Through French Cinema,"$71,174","$52,214",73.4%,"$18,960",26.6%
"1,741",Extraterrestrial,"$71,103",-,-,"$71,103",100%
"1,742",Norman Lear: Just Another Version of You,"$70,950","$70,950",100%,-,-
"1,743",Sink,"$70,857",-,-,"$70,857",100%
"1,744",Road to Istanbul,"$70,525",-,-,"$70,525",100%
"1,745",Far from the Sea,"$70,126",-,-,"$70,126",100%
"1,746",Sarbjit,"$69,867",-,-,"$69,867",100%
"1,747",Les deux amis,"$69,782",-,-,"$69,782",100%
"1,748",The Metropolitan Opera HD Live: Bizet: The Pearl Fishers,"$69,401",-,-,"$69,401",100%
"1,749",Kamper,"$69,305",-,-,"$69,305",100%
"1,750",Rocky Handsome,"$69,289",-,-,"$69,289",100%
"1,751",The Ape Story,"$69,174",-,-,"$69,174",100%
"1,752",The Magic of Children: Magic Attack,"$69,157",-,-,"$69,157",100%
"1,753",Oshan 14,"$69,089",-,-,"$69,089",100%
"1,754",The Monk and the Demon,"$68,963",-,-,"$68,963",100%
"1,755",What We've Become,"$68,584",-,-,"$68,584",100%
"1,756",Mastizaade,"$68,583","$43,403",63.3%,"$25,180",36.7%
"1,757",Wildflower,"$68,577","$18,062",26.3%,"$50,515",73.7%
"1,758",Jak uratowac mame,"$68,574",-,-,"$68,574",100%
"1,759",Das Leben ist keine Generalprobe,"$68,248",-,-,"$68,248",100%
"1,760",Sanam Teri Kasam,"$67,736","$22,121",32.7%,"$45,615",67.3%
"1,761",The Greasy Strangler,"$67,427","$45,878",68%,"$21,549",32%
"1,762",An Italian Name 2016 Re-release,"$67,264",-,-,"$67,264",100%
"1,763",The Curse of Sleeping Beauty,"$67,117",-,-,"$67,117",100%
"1,764",Max Rose,"$66,680","$66,680",100%,-,-
"1,765",Blue Velvet 2016 Re-release,"$66,180",-,-,"$66,180",100%
"1,766",King Georges,"$66,175","$66,175",100%,-,-
"1,767",The Forger 2016 Re-release,"$65,987",-,-,"$65,987",100%
"1,768",Always Be My Maybe,"$65,934",-,-,"$65,934",100%
"1,769",Jacob's Kingdom of Heaven,"$65,728",-,-,"$65,728",100%
"1,770",In Dog's Words,"$65,708",-,-,"$65,708",100%
"1,771",Satisfaction 1720,"$65,690",-,-,"$65,690",100%
"1,772",St. Peter's and the Papal Basilicas of Rome 3D,"$65,559",-,-,"$65,559",100%
"1,773",Vroom! Vroom! Vroomiz,"$65,478",-,-,"$65,478",100%
"1,774",Nos Passos Do Mestre: Jesus Segundo De O Espiritismo,"$65,126",-,-,"$65,126",100%
"1,775",From the Dark,"$65,057",-,-,"$65,057",100%
"1,776",Roommates in Love,"$65,032",-,-,"$65,032",100%
"1,777",Lost in the Sun,"$64,987",-,-,"$64,987",100%
"1,778",Grotto,"$64,381",-,-,"$64,381",100%
"1,779",Ants on a Shrimp,"$64,237",-,-,"$64,237",100%
"1,780",Tutmayin Beni,"$64,224",-,-,"$64,224",100%
"1,781",Lea,"$64,194",-,-,"$64,194",100%
"1,782","Paraguay, Droga Y Banana","$64,105",-,-,"$64,105",100%
"1,783",How to Be Yours,"$64,070",-,-,"$64,070",100%
"1,784",Girl Asleep,"$64,056","$60,289",94.1%,"$3,767",5.9%
"1,785",Everything Now,"$63,970",-,-,"$63,970",100%
"1,786",Oh! My Papa,"$63,867",-,-,"$63,867",100%
"1,787",Arctic Heart,"$63,828",-,-,"$63,828",100%
"1,788",Rookie Chef,"$63,710",-,-,"$63,710",100%
"1,789",Richard III 2016 Re-release,"$63,614",-,-,"$63,614",100%
"1,790",Weekend 2016 Re-release,"$63,526",-,-,"$63,526",100%
"1,791",Refrigerantes e Canções de Amor,"$63,258",-,-,"$63,258",100%
"1,792",Trapped,"$63,241","$63,241",100%,-,-
"1,793",Creative Control,"$63,014","$63,014",100%,-,-
"1,794",Kizkaçiran,"$62,960",-,-,"$62,960",100%
"1,795",Amateur Night,"$62,933",-,-,"$62,933",100%
"1,796",This Time,"$62,827",-,-,"$62,827",100%
"1,797",Goguryeo,"$62,481",-,-,"$62,481",100%
"1,798",Standoff,"$62,459",-,-,"$62,459",100%
"1,799",Mifune: The Last Samurai,"$62,279","$62,279",100%,-,-
"1,800",The Man Who Fell to Earth 2016 Re-release,"$61,920",-,-,"$61,920",100%
"1,801",In a Valley of Violence,"$61,797","$61,797",100%,-,-
"1,802",Cura Brochero,"$61,790",-,-,"$61,790",100%
"1,803",Baden Baden,"$61,390",-,-,"$61,390",100%
"1,804",Marama: Rombai - El Viaje,"$61,321",-,-,"$61,321",100%
"1,805",The Seasons In Quincy: Four Portraits of John Berger,"$61,267","$28,456",46.4%,"$32,811",53.6%
"1,806",Incident Light,"$61,139",-,-,"$61,139",100%
"1,807",Apprentice,"$60,752","$2,578",4.2%,"$58,174",95.8%
"1,808",Los Nadie,"$60,567",-,-,"$60,567",100%
"1,809",Sicixia,"$60,526",-,-,"$60,526",100%
"1,810",Sonskyn Beperk,"$60,499",-,-,"$60,499",100%
"1,811",Too Late,"$60,438","$60,438",100%,-,-
"1,812",Long Way North,"$60,352",-,-,"$60,352",100%
"1,813",Presenting Princess Shaw,"$60,197","$60,197",100%,-,-
"1,814",White Coffin,"$60,171",-,-,"$60,171",100%
"1,815",Muzikál aneb Cesty ke stestí,"$59,961",-,-,"$59,961",100%
"1,816",Buddha in a Traffic Jam,"$59,679",-,-,"$59,679",100%
"1,817",Innocence of Memories,"$59,171",-,-,"$59,171",100%
"1,818",Astral,"$59,048",-,-,"$59,048",100%
"1,819",Tiny Giants 3D,"$58,928",-,-,"$58,928",100%
"1,820",Breadcrumbs,"$58,892",-,-,"$58,892",100%
"1,821",Alps 2016 Re-release,"$58,851",-,-,"$58,851",100%
"1,822",Oppam,"$58,839",-,-,"$58,839",100%
"1,823",The Pass,"$58,755",-,-,"$58,755",100%
"1,824",Vacationers,"$58,749",-,-,"$58,749",100%
"1,825",Horror Love Story Death Road,"$58,719",-,-,"$58,719",100%
"1,826",Cold of Kalandar,"$58,494",-,-,"$58,494",100%
"1,827",The Zero Theorem 2016 Re-release,"$58,144",-,-,"$58,144",100%
"1,828",E San Old New Song 2,"$57,728",-,-,"$57,728",100%
"1,829",Command and Control,"$57,635","$57,635",100%,-,-
"1,830",Sold,"$57,527","$57,527",100%,-,-
"1,831",Saber Google,"$57,246",-,-,"$57,246",100%
"1,832",I Can Quit Whenever I Want 2016 Re-release,"$57,087",-,-,"$57,087",100%
"1,833",The Survivalist,"$56,971",-,-,"$56,971",100%
"1,834",The Battle of Algiers 2016 Re-release,"$56,853","$56,853",100%,-,-
"1,835",Batman: Return of the Caped Crusaders,"$56,711",-,-,"$56,711",100%
"1,836",Soy Nero,"$56,551",-,-,"$56,551",100%
"1,837",Wedding Doll,"$56,196","$56,196",100%,-,-
"1,838",Navy Seals vs. Zombies,"$56,191",-,-,"$56,191",100%
"1,839","Iqbal, a Tale of a Fearless Child","$56,101",-,-,"$56,101",100%
"1,840",Évolution,"$55,985","$24,770",44.2%,"$31,215",55.8%
"1,841",Once Upon a Time in the West 2016 Re-release,"$55,890",-,-,"$55,890",100%
"1,842",A Mãe é que Sabe,"$55,848",-,-,"$55,848",100%
"1,843",Lost in Armenia,"$55,736",-,-,"$55,736",100%
"1,844",Holidays,"$55,621",-,-,"$55,621",100%
"1,845",Vlad's legacy,"$55,584",-,-,"$55,584",100%
"1,846","Moskva, ya terplyu tebya","$55,379",-,-,"$55,379",100%
"1,847",Candy Planet,"$55,256",-,-,"$55,256",100%
"1,848",Hanna's Sleeping Dogs,"$55,072",-,-,"$55,072",100%
"1,849",Never Give Up,"$54,903",-,-,"$54,903",100%
"1,850",Those Who Fear Are Dead,"$54,481",-,-,"$54,481",100%
"1,851",Wondrous Boccaccio 2016 Re-release,"$54,280",-,-,"$54,280",100%
"1,852",Agava,"$54,251",-,-,"$54,251",100%
"1,853",For Love Let Go,"$54,194",-,-,"$54,194",100%
"1,854",Saysary Kuelge...,"$54,138",-,-,"$54,138",100%
"1,855",The Last Man on the Moon,"$53,881","$52,482",97.4%,"$1,399",2.6%
"1,856",Yugo,"$53,860",-,-,"$53,860",100%
"1,857",Down by Love,"$53,780",$675,1.3%,"$53,105",98.7%
"1,858",El Candidato,"$53,727",-,-,"$53,727",100%
"1,859",Lost Minds,"$53,708",-,-,"$53,708",100%
"1,860",Taxi Driver 2016 Re-release,"$53,647",-,-,"$53,647",100%
"1,861",The Fear of Darkness,"$53,569",-,-,"$53,569",100%
"1,862",Por mis bigotes,"$53,358",-,-,"$53,358",100%
"1,863",Anna,"$52,393",-,-,"$52,393",100%
"1,864",Chudail Story,"$52,325",-,-,"$52,325",100%
"1,865",Lost in Vietnam,"$52,113",-,-,"$52,113",100%
"1,866",The Nest of the Turtledove,"$52,064",-,-,"$52,064",100%
"1,867",Road Games,"$51,985",-,-,"$51,985",100%
"1,868",Emanet,"$51,950",-,-,"$51,950",100%
"1,869",Malice,"$51,946",-,-,"$51,946",100%
"1,870",Problemski Hotel,"$51,940",-,-,"$51,940",100%
"1,871",Russkie evrei. Film pervyy. Do revolutsii,"$51,871",-,-,"$51,871",100%
"1,872",American Hero,"$51,797",-,-,"$51,797",100%
"1,873",Monkey,"$51,719",-,-,"$51,719",100%
"1,874",UFC 205: Alvarez vs. McGregor,"$51,660",-,-,"$51,660",100%
"1,875",El clásico,"$51,540",-,-,"$51,540",100%
"1,876",Ember,"$51,505",-,-,"$51,505",100%
"1,877",Versus: The Life and Films of Ken Loach,"$51,339",-,-,"$51,339",100%
"1,878",Convert Four Cheap,"$51,125",-,-,"$51,125",100%
"1,879",Los modernos,"$51,088",-,-,"$51,088",100%
"1,880",Twenty Again,"$51,064",-,-,"$51,064",100%
"1,881",The Unknowns,"$51,035","$51,035",100%,-,-
"1,882",You Can't Save Yourself Alone 2016 Re-release,"$50,894",-,-,"$50,894",100%
"1,883",East Side Sushi,"$50,869",-,-,"$50,869",100%
"1,884",As I Open My Eyes,"$50,721","$30,989",61.1%,"$19,732",38.9%
"1,885",Kidan Piece of Darkness,"$50,545",-,-,"$50,545",100%
"1,886",Engaño a primera vista,"$50,530",-,-,"$50,530",100%
"1,887",The Rehearsal,"$50,507",-,-,"$50,507",100%
"1,888","Saudó, laberinto de almas","$50,447",-,-,"$50,447",100%
"1,889",In Order of Disappearance 2016 Re-release,"$50,251","$50,251",100%,-,-
"1,890",The Opposite Sex,"$50,206",-,-,"$50,206",100%
"1,891",Ai De Xie Hou,"$50,128",-,-,"$50,128",100%
