Rank,Release Group,Worldwide,Domestic,%,Foreign,%
688,The Confessions,"$1,859,604",-,-,"$1,859,604",100%
689,Wajah Tum Ho,"$1,855,282",-,-,"$1,855,282",100%
690,Unforgettable,"$1,850,357",-,-,"$1,850,357",100%
691,Kóblic,"$1,839,313",-,-,"$1,839,313",100%
692,Vita Cuore e Battito,"$1,836,942",-,-,"$1,836,942",100%
693,Tiger Theory,"$1,836,839",-,-,"$1,836,839",100%
694,Youth in Asia on Belmont St.,"$1,829,101",-,-,"$1,829,101",100%
695,Pokemon Deo Mu-bi XY&Z Bolkenion: Gigyewanggukui Bimil,"$1,824,859",-,-,"$1,824,859",100%
696,MT/Warrior VS Dragon,"$1,817,380",-,-,"$1,817,380",100%
697,Elvis & Nixon,"$1,798,432","$1,055,287",58.7%,"$743,145",41.3%
698,Hello Jadoo,"$1,795,749",-,-,"$1,795,749",100%
699,Mine,"$1,788,934",-,-,"$1,788,934",100%
700,Harry Potter IMAX Marathon,"$1,784,557","$1,729,226",96.9%,"$55,331",3.1%
701,Forever Young,"$1,771,103",-,-,"$1,771,103",100%
702,I Saw the Light,"$1,767,963","$1,646,788",93.1%,"$121,175",6.9%
703,Solo,"$1,760,138",-,-,"$1,760,138",100%
704,The Truth Beneath,"$1,755,561",-,-,"$1,755,561",100%
705,Back to the Beginning,"$1,752,277",-,-,"$1,752,277",100%
706,My Mother's Wound,"$1,749,704",-,-,"$1,749,704",100%
707,Khun Phan,"$1,746,350",-,-,"$1,746,350",100%
708,Tale of a Lake,"$1,740,042",-,-,"$1,740,042",100%
709,The Dragon Spell,"$1,731,355",-,-,"$1,731,355",100%
710,Che vuoi che sia,"$1,728,588",-,-,"$1,728,588",100%
711,After Love,"$1,728,251","$13,693",0.8%,"$1,714,558",99.2%
712,Weiner,"$1,715,955","$1,676,108",97.7%,"$39,847",2.3%
713,An Almost Perfect Country,"$1,714,707",-,-,"$1,714,707",100%
714,Long Long Time Ago 2,"$1,711,647",-,-,"$1,711,647",100%
715,Agente Ñero Ñero 7,"$1,709,359",-,-,"$1,709,359",100%
716,"To Joey, with Love","$1,709,073","$1,709,073",100%,-,-
717,Distance,"$1,701,658",-,-,"$1,701,658",100%
718,Km 31-2,"$1,693,944",-,-,"$1,693,944",100%
719,De Zevende Hemel,"$1,691,161",-,-,"$1,691,161",100%
720,Woozle & Pip in Search of the Scallywagger!,"$1,691,144",-,-,"$1,691,144",100%
721,In Between,"$1,679,952","$107,977",6.4%,"$1,571,975",93.6%
722,Tia Tui La Cao Thu,"$1,673,793",-,-,"$1,673,793",100%
723,Equity,"$1,672,306","$1,605,463",96%,"$66,843",4%
724,The Whole Truth,"$1,667,849",-,-,"$1,667,849",100%
725,The Comedian,"$1,659,002","$1,659,002",100%,-,-
726,Rustom,"$1,658,594","$1,087,419",65.6%,"$571,175",34.4%
727,Usted No Sabe Quien Soy Yo?,"$1,653,020",-,-,"$1,653,020",100%
728,Dough,"$1,647,429","$1,148,304",69.7%,"$499,125",30.3%
729,Mohenjo Daro,"$1,630,231","$1,264,339",77.6%,"$365,892",22.4%
730,Mo Er Zhuang Yuan 3: Mo Huan Lie Che Da Mao Xian,"$1,618,159",-,-,"$1,618,159",100%
731,Foolish Plans,"$1,616,270",-,-,"$1,616,270",100%
732,The Oddsockeaters,"$1,616,077",-,-,"$1,616,077",100%
733,Marauders,"$1,616,004",-,-,"$1,616,004",100%
734,Pyatnitsa,"$1,601,041",-,-,"$1,601,041",100%
735,Que Pena Tu Vida 2016 Re-release,"$1,599,851",-,-,"$1,599,851",100%
736,The Curse of Chopsticks,"$1,597,463",-,-,"$1,597,463",100%
737,Bad Cat,"$1,592,506",-,-,"$1,592,506",100%
738,Troppo napoletano,"$1,589,621",-,-,"$1,589,621",100%
739,Old Aunt,"$1,587,354",-,-,"$1,587,354",100%
740,30 svidaniy,"$1,563,249",-,-,"$1,563,249",100%
741,The Faith of Anna Waters,"$1,551,044",-,-,"$1,551,044",100%
742,Macho,"$1,550,804",-,-,"$1,550,804",100%
743,Lost in the Moonlight,"$1,546,581",-,-,"$1,546,581",100%
744,"New York, New York","$1,545,352","$92,377",6%,"$1,452,975",94%
745,Hero,"$1,544,687",-,-,"$1,544,687",100%
746,The Wedding Plan,"$1,542,345","$1,412,404",91.6%,"$129,941",8.4%
747,Big Fire,"$1,539,719",-,-,"$1,539,719",100%
748,We Need to Talk,"$1,531,866",-,-,"$1,531,866",100%
749,Certain Women,"$1,526,698","$1,087,585",71.2%,"$439,113",28.8%
750,I babysitter,"$1,515,576",-,-,"$1,515,576",100%
751,La Dream Team,"$1,515,000",-,-,"$1,515,000",100%
752,The Confession,"$1,512,860",-,-,"$1,512,860",100%
753,Hartenstrijd,"$1,510,128",-,-,"$1,510,128",100%
754,The Daughter,"$1,505,434","$26,376",1.8%,"$1,479,058",98.2%
755,Priceless,"$1,499,605","$1,499,605",100%,-,-
756,Moka,"$1,493,067","$129,547",8.7%,"$1,363,520",91.3%
757,Summer Camp,"$1,490,748",-,-,"$1,490,748",100%
758,Oasis: Supersonic,"$1,478,119","$242,867",16.4%,"$1,235,252",83.6%
759,Tenshi ni I'm Fine,"$1,475,956",-,-,"$1,475,956",100%
760,Gut zu Vögeln,"$1,475,550",-,-,"$1,475,550",100%
761,Versus,"$1,465,048",-,-,"$1,465,048",100%
762,Père fils thérapie!,"$1,453,270",-,-,"$1,453,270",100%
763,Her Sey Asktan,"$1,452,072",-,-,"$1,452,072",100%
764,Chasing Great,"$1,452,039",-,-,"$1,452,039",100%
765,Muhammad: The Messenger of God,"$1,440,044",-,-,"$1,440,044",100%
766,Perfect Foreign,"$1,434,809",-,-,"$1,434,809",100%
767,I am NeZha,"$1,430,427",-,-,"$1,430,427",100%
768,The Ideal,"$1,429,162",-,-,"$1,429,162",100%
769,Brothers,"$1,424,520",-,-,"$1,424,520",100%
770,Nam-gwa yeo,"$1,419,313",-,-,"$1,419,313",100%
771,Good Luck Algeria,"$1,416,050",-,-,"$1,416,050",100%
772,Tales of an Immoral Couple,"$1,414,463",-,-,"$1,414,463",100%
773,Lazer Team,"$1,406,538","$1,186,426",84.4%,"$220,112",15.6%
774,Bling,"$1,404,291",-,-,"$1,404,291",100%
775,Born to Be Blue 2016 Re-release,"$1,401,411","$678,203",48.4%,"$723,208",51.6%
776,You're Killing Me Susana,"$1,391,292",-,-,"$1,391,292",100%
777,Dou Kyu Sei: Classmates,"$1,385,351",-,-,"$1,385,351",100%
778,Parched,"$1,384,433",-,-,"$1,384,433",100%
779,Stick Man,"$1,378,503",-,-,"$1,378,503",100%
780,Stefan Zweig: Farewell to Europe,"$1,370,772","$78,372",5.7%,"$1,292,400",94.3%
781,Quel bravo ragazzo,"$1,365,822",-,-,"$1,365,822",100%
782,Papa,"$1,356,033","$26,677",2%,"$1,329,356",98%
783,Bil Nesbeh La Bokra Chou,"$1,352,492",-,-,"$1,352,492",100%
784,The Teacher,"$1,350,426","$64,437",4.8%,"$1,285,989",95.2%
785,Finding Altamira,"$1,341,205",-,-,"$1,341,205",100%
786,Oflu Hoca'nin Sifresi 2,"$1,339,502",-,-,"$1,339,502",100%
787,Chinese Wine,"$1,332,514",-,-,"$1,332,514",100%
788,Dishoom,"$1,331,922","$812,737",61%,"$519,185",39%
789,We Are Pregnant,"$1,331,227",-,-,"$1,331,227",100%
790,Under the Bed 3,"$1,325,507",-,-,"$1,325,507",100%
791,Thailand's Love,"$1,318,983",-,-,"$1,318,983",100%
792,"Mu-hyeon, Du Do-si I-ya-gi","$1,296,433",-,-,"$1,296,433",100%
793,Glory Day,"$1,285,916",-,-,"$1,285,916",100%
794,La verità sta in cielo,"$1,282,273",-,-,"$1,282,273",100%
795,Off the Map,"$1,280,130",-,-,"$1,280,130",100%
796,PriPara: Everyone's Yearning Let's Go PriPari,"$1,270,688",-,-,"$1,270,688",100%
797,Fruity Robo the Great Escape,"$1,264,723",-,-,"$1,264,723",100%
798,Jailbirds,"$1,263,389",-,-,"$1,263,389",100%
799,De Club van Sinterklaas & Geblaf op de Pakjesboot,"$1,262,972",-,-,"$1,262,972",100%
800,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,"$1,259,588","$1,176,781",93.4%,"$82,807",6.6%
801,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,"$1,256,852","$700,723",55.8%,"$556,129",44.2%
802,Kaçma Birader,"$1,252,169",-,-,"$1,252,169",100%
803,Right Here Right Now,"$1,251,878",-,-,"$1,251,878",100%
804,Crying Out Love in the Center of the World 2016 Re-release,"$1,238,018",-,-,"$1,238,018",100%
805,Good Boy,"$1,237,319",-,-,"$1,237,319",100%
806,The Queen of Spain,"$1,236,731",-,-,"$1,236,731",100%
807,Veerappan,"$1,234,745",-,-,"$1,234,745",100%
808,Taht el-Tarabizah,"$1,230,555",-,-,"$1,230,555",100%
809,A Bun in the Oven,"$1,223,583",-,-,"$1,223,583",100%
810,Hedgehogs,"$1,218,173",-,-,"$1,218,173",100%
811,Reza a Lenda,"$1,217,201",-,-,"$1,217,201",100%
812,Barbie: Star Light Adventure,"$1,216,246",-,-,"$1,216,246",100%
813,Al posto tuo,"$1,215,311",-,-,"$1,215,311",100%
814,The Jews,"$1,211,744",-,-,"$1,211,744",100%
815,Escobar: Paradise Lost 2016 Re-release,"$1,208,035",-,-,"$1,208,035",100%
816,Alone in Berlin,"$1,205,598","$33,125",2.7%,"$1,172,473",97.3%
817,Remember 2016 Re-release,"$1,181,023","$637,555",54%,"$543,468",46%
818,Fire at Sea,"$1,178,377","$120,933",10.3%,"$1,057,444",89.7%
819,Heaven Blessing,"$1,172,039",-,-,"$1,172,039",100%
820,The Nursery,"$1,170,030",-,-,"$1,170,030",100%
821,Zavtrak u papy,"$1,169,771",-,-,"$1,169,771",100%
822,Ki & Ka,"$1,166,781","$857,986",73.5%,"$308,795",26.5%
823,Vaxxed: From Cover-Up to Catastrophe,"$1,163,265","$1,163,265",100%,-,-
824,Embrace: The Documentary,"$1,155,263","$629,126",54.5%,"$526,137",45.5%
825,Pr' Hostar,"$1,154,075",-,-,"$1,154,075",100%
826,Murder at Honeymoon Hotel,"$1,151,187",-,-,"$1,151,187",100%
827,Road to High & Low,"$1,150,725",-,-,"$1,150,725",100%
828,Tarp musy berniuky,"$1,150,013",-,-,"$1,150,013",100%
829,Baahubali: The Beginning 2016 Re-release,"$1,146,932",-,-,"$1,146,932",100%
830,The Hollars,"$1,138,609","$1,016,985",89.3%,"$121,624",10.7%
831,The White Knights,"$1,137,260",-,-,"$1,137,260",100%
832,Peppa Pig: The Golden Boots 2016 Re-release,"$1,137,221",-,-,"$1,137,221",100%
833,Ali Kundilli 2,"$1,133,086",-,-,"$1,133,086",100%
834,Cell,"$1,133,031",-,-,"$1,133,031",100%
835,Dancer,"$1,131,649","$71,917",6.4%,"$1,059,732",93.6%
836,All About Men,"$1,130,610",-,-,"$1,130,610",100%
837,Born in Heinola,"$1,128,746",-,-,"$1,128,746",100%
838,Tonio,"$1,127,097",-,-,"$1,127,097",100%
839,Ma Xiaole and His Toys,"$1,118,780",-,-,"$1,118,780",100%
840,Papa Hemingway in Cuba,"$1,117,399","$1,115,615",99.8%,"$1,784",0.2%
841,Bloody House,"$1,115,856",-,-,"$1,115,856",100%
842,Hart Beat,"$1,112,059",-,-,"$1,112,059",100%
843,The Magic Brush 2016 Re-release,"$1,103,646",-,-,"$1,103,646",100%
844,The Insanity of God,"$1,102,525","$1,102,525",100%,-,-
845,The Precipice Game,"$1,100,481",-,-,"$1,100,481",100%
846,Fast Convoy,"$1,099,000",-,-,"$1,099,000",100%
847,A Chaster Marriage,"$1,096,103",-,-,"$1,096,103",100%
848,Three Wise Cousins,"$1,090,194",-,-,"$1,090,194",100%
849,National Theatre Live: Les Liaisons Dangereuses,"$1,090,137",-,-,"$1,090,137",100%
850,Sen Benim HerSeyimsin,"$1,085,674",-,-,"$1,085,674",100%
851,Toys' War,"$1,082,496",-,-,"$1,082,496",100%
852,Godbeast Megazord: Return of Green Dragon,"$1,080,518",-,-,"$1,080,518",100%
853,Summer's Desire,"$1,078,906",-,-,"$1,078,906",100%
854,On the Milky Road,"$1,075,258",-,-,"$1,075,258",100%
855,The First Monday in May,"$1,072,943","$527,474",49.2%,"$545,469",50.8%
856,Fanny's Journey,"$1,072,710",-,-,"$1,072,710",100%
857,Au nom de ma fille,"$1,066,493","$1,623",0.2%,"$1,064,870",99.8%
858,Faultless,"$1,065,961",-,-,"$1,065,961",100%
859,The Great Actor,"$1,060,706",-,-,"$1,060,706",100%
860,A Canção de Lisboa,"$1,055,809",-,-,"$1,055,809",100%
861,Gold Digger,"$1,052,730",-,-,"$1,052,730",100%
862,What's in the Darkness,"$1,047,648",-,-,"$1,047,648",100%
863,Secuestro,"$1,043,076",-,-,"$1,043,076",100%
864,Befikre,"$1,040,421","$498,000",47.9%,"$542,421",52.1%
865,Vir Altyd,"$1,039,197",-,-,"$1,039,197",100%
866,Hep Yek,"$1,033,257",-,-,"$1,033,257",100%
867,Sentence Me Guilty,"$1,028,343",-,-,"$1,028,343",100%
868,Klassikokkutulek,"$1,016,456",-,-,"$1,016,456",100%
869,Dhay Fe Abu Dhabi,"$1,006,388",-,-,"$1,006,388",100%
870,"Polina, danser sa vie","$1,000,474","$165,203",16.5%,"$835,271",83.5%
871,Les pépites,"$998,059",-,-,"$998,059",100%
872,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"$994,901",-,-,"$994,901",100%
873,Rölli and the Secret of All Time,"$993,655",-,-,"$993,655",100%
874,Underdogs 2016 Re-release,"$993,221",-,-,"$993,221",100%
875,Antboy 3,"$991,603",-,-,"$991,603",100%
876,Achter de wolken,"$982,277",-,-,"$982,277",100%
877,Em Nome da Lei,"$980,418",-,-,"$980,418",100%
878,A Busy Night,"$977,392",-,-,"$977,392",100%
879,Making Family,"$977,337",-,-,"$977,337",100%
880,Trivisa,"$977,033",-,-,"$977,033",100%
881,Parallel Roads,"$975,795",-,-,"$975,795",100%
882,Sijjin 3: Love,"$963,763",-,-,"$963,763",100%
883,At Cafe 6,"$959,073",-,-,"$959,073",100%
884,In the Shadow of Iris,"$957,465",-,-,"$957,465",100%
885,Cigarettes et chocolat chaud,"$956,142",-,-,"$956,142",100%
886,The New Life of Paul Sneijder,"$953,024",-,-,"$953,024",100%
887,Off-Key,"$952,860",-,-,"$952,860",100%
888,Gimme Danger,"$950,040","$440,627",46.4%,"$509,413",53.6%
889,The Mobfathers,"$947,760",-,-,"$947,760",100%
890,Spy Nation,"$944,558",-,-,"$944,558",100%
891,Dark Horse 2016 Re-release,"$944,061","$940,715",99.6%,"$3,346",0.4%
892,Becoming Zlatan ...,"$941,777",-,-,"$941,777",100%
893,David Loman 2,"$940,738",-,-,"$940,738",100%
894,Gautas Iskvietimas,"$939,797",-,-,"$939,797",100%
895,Dragon Warrior: Compass of Astral Seal,"$936,612",-,-,"$936,612",100%
896,Kaili Blues,"$935,236","$32,164",3.4%,"$903,072",96.6%
897,King of Prism by PrettyRhythm,"$931,652",-,-,"$931,652",100%
898,Masters in Forbidden City,"$928,773",-,-,"$928,773",100%
899,Meester Kikker,"$927,530",-,-,"$927,530",100%
900,Paula,"$924,209",-,-,"$924,209",100%
901,Gentleman,"$923,884","$897,876",97.2%,"$26,008",2.8%
902,Happiness Is a Four-letter Word,"$923,322",-,-,"$923,322",100%
903,The Frog Kingdom 2: Sub-Zero Mission,"$918,277",-,-,"$918,277",100%
904,The Patriarch,"$914,715",-,-,"$914,715",100%
905,Alibaba: Solomon Seal,"$909,149",-,-,"$909,149",100%
906,National Theatre Live: Hangmen,"$907,914",-,-,"$907,914",100%
907,Backtrack,"$907,786",-,-,"$907,786",100%
908,One More Time with Feeling,"$904,440",-,-,"$904,440",100%
909,Poi E: The Story of a Song,"$903,779",-,-,"$903,779",100%
910,Tutak Tutak Tutiya,"$902,643",-,-,"$902,643",100%
911,The Broken Crown,"$901,435",-,-,"$901,435",100%
912,Una noche de amor,"$900,123",-,-,"$900,123",100%
913,The Nightmare Call,"$897,627",-,-,"$897,627",100%
914,A Woman's Life,"$895,944","$37,626",4.2%,"$858,318",95.8%
915,Mythopathy,"$894,783",-,-,"$894,783",100%
916,Dünyanin En Güzel Kokusu,"$892,783",-,-,"$892,783",100%
917,Min & Max,"$892,646",-,-,"$892,646",100%
918,Believe,"$890,303","$890,303",100%,-,-
919,Familieweekend,"$887,242",-,-,"$887,242",100%
920,Fear Is Coming,"$882,680",-,-,"$882,680",100%
921,The Look of a Killer,"$882,291",-,-,"$882,291",100%
922,Servant of the People,"$877,783",-,-,"$877,783",100%
923,Miami Beach,"$877,095",-,-,"$877,095",100%
924,Mother's Revenge,"$872,900",-,-,"$872,900",100%
925,La Niña de la Mina,"$867,983",-,-,"$867,983",100%
926,Gråtass: gøy på landet!,"$867,266",-,-,"$867,266",100%
927,The White-haired Girl,"$862,970",-,-,"$862,970",100%
928,Las Aparicio,"$860,502",-,-,"$860,502",100%
929,Finding Santa,"$856,607",-,-,"$856,607",100%
930,Mao Fengmei,"$851,160",-,-,"$851,160",100%
931,The Sea of Trees,"$850,985","$20,444",2.4%,"$830,541",97.6%
932,31,"$850,419","$779,820",91.7%,"$70,599",8.3%
933,Pard 888,"$842,465",-,-,"$842,465",100%
934,Eternity,"$840,764",-,-,"$840,764",100%
935,Odnoklassnitsy,"$840,408",-,-,"$840,408",100%
936,Aikatsu! The Movie,"$834,831",-,-,"$834,831",100%
937,Premam,"$834,525","$828,278",99.3%,"$6,247",0.7%
938,Helden van de zee,"$833,722",-,-,"$833,722",100%
939,Hajwala: The Missing Engine,"$832,186",-,-,"$832,186",100%
940,Poor Rich Dad,"$831,655",-,-,"$831,655",100%
941,Mole Family 2 - The Spell of the Shadow,"$830,678",-,-,"$830,678",100%
942,Love Is Blind,"$827,547",-,-,"$827,547",100%
943,Game of Death,"$825,882",-,-,"$825,882",100%
944,Mlechnyy put,"$824,548",-,-,"$824,548",100%
945,Fissa,"$819,142",-,-,"$819,142",100%
946,"Half Sister, Full Love","$818,865",-,-,"$818,865",100%
947,Nemici per la pelle,"$818,549",-,-,"$818,549",100%
948,Decibels of Love,"$812,172",-,-,"$812,172",100%
949,Magi,"$810,229",-,-,"$810,229",100%
950,Iron Protector,"$807,340",-,-,"$807,340",100%
951,As You Like It: NT Live 2016,"$807,296",-,-,"$807,296",100%
952,Üç Harfliler 3: Karabüyü,"$806,813",-,-,"$806,813",100%
953,Crazy Kingdom,"$806,540",-,-,"$806,540",100%
954,Heartstrings,"$804,986",-,-,"$804,986",100%
955,Marshrut postroen,"$796,804",-,-,"$796,804",100%
956,Bogatyrsha,"$796,406",-,-,"$796,406",100%
957,Bakery in Brooklyn,"$795,363",-,-,"$795,363",100%
958,Tickled,"$790,519","$613,956",77.7%,"$176,563",22.3%
959,No estamos solos,"$785,548",-,-,"$785,548",100%
960,Mars,"$782,880",-,-,"$782,880",100%
961,Shiverstone Castle,"$780,412",-,-,"$780,412",100%
962,Brasserie Valentine,"$776,636",-,-,"$776,636",100%
963,Made in Italy: Ciao Brother,"$774,653",-,-,"$774,653",100%
964,Little Secret,"$774,128",-,-,"$774,128",100%
965,The Devil's Candy,"$772,319",-,-,"$772,319",100%
966,When the Meteor Shot Across the Sky,"$770,795",-,-,"$770,795",100%
967,Lo and Behold: Reveries of the Connected World,"$765,796","$594,912",77.7%,"$170,884",22.3%
968,The Polar Express 2016 IMAX Release,"$765,154","$765,154",100%,-,-
969,#WszystkoGra,"$760,146",-,-,"$760,146",100%
970,Gautas iskvietimas 3,"$758,258",-,-,"$758,258",100%
971,Zeta,"$749,677",-,-,"$749,677",100%
972,The Bacchus Lady,"$744,487",-,-,"$744,487",100%
973,Saturday's Warrior,"$744,046","$744,046",100%,-,-
974,Ghost Day 2: Life Is Destined,"$743,377",-,-,"$743,377",100%
975,The Operative,"$740,827",-,-,"$740,827",100%
976,I Want to Let You Know That I Love You,"$736,019",-,-,"$736,019",100%
977,Humble Servants,"$735,094",-,-,"$735,094",100%
978,Wiener-Dog,"$734,729","$477,453",65%,"$257,276",35%
979,MeesterSpion,"$732,898",-,-,"$732,898",100%
980,Ultimate Hero,"$731,388",-,-,"$731,388",100%
981,The Weird Doll,"$730,261",-,-,"$730,261",100%
982,The Bachelor,"$729,950",-,-,"$729,950",100%
983,Collector,"$726,763",-,-,"$726,763",100%
984,Greenwood Adventure 2,"$725,817",-,-,"$725,817",100%
985,The Night My Mother Killed My Father,"$720,432",-,-,"$720,432",100%
986,Lake Bodom,"$710,456",-,-,"$710,456",100%
987,Kochaj!,"$708,782",-,-,"$708,782",100%
988,Life Is Beautiful 2016 Re-release,"$705,489",-,-,"$705,489",100%
989,Mini Force: The Beginning,"$702,457",-,-,"$702,457",100%
990,Ghost Hospital,"$702,276",-,-,"$702,276",100%
991,El cumple de la abuela,"$701,193",-,-,"$701,193",100%
992,War on Everyone,"$698,036",-,-,"$698,036",100%
993,Kuroko No Basket Movie 3: Winter Cup Soushuuhen - Tobira No Mukou,"$697,678",-,-,"$697,678",100%
994,Sezn@mka,"$695,554",-,-,"$695,554",100%
995,Dinosaurs: Prehistoric Planet,"$693,797",-,-,"$693,797",100%
996,How Poets Wait for a Miracle,"$693,741",-,-,"$693,741",100%
997,Love Punjab,"$690,925",-,-,"$690,925",100%
998,Mr. Church,"$685,780","$685,780",100%,-,-
999,"Excentrycy, czyli po slonecznej stronie ulicy","$683,205",-,-,"$683,205",100%
"1,000",3 Generations,"$680,351","$155,936",22.9%,"$524,415",77.1%
"1,001",Choe-gang-jeon-sa Mi-ni-teuk-gong-dae: Yeong-ung-ui Tan-saeng,"$679,695",-,-,"$679,695",100%
"1,002",Theri,"$678,057",-,-,"$678,057",100%
"1,003",Baaghi,"$676,602","$438,207",64.8%,"$238,395",35.2%
"1,004",The Lighthouse of the Whales,"$674,493",-,-,"$674,493",100%
"1,005",Dieumerci!,"$672,079",-,-,"$672,079",100%
"1,006",Perfect Imperfection,"$669,445",-,-,"$669,445",100%
"1,007",Struggle for Life,"$667,962",-,-,"$667,962",100%
"1,008",Mr. Gaga: A True Story of Love and Dance,"$665,617","$173,994",26.1%,"$491,623",73.9%
"1,009",Selfie 69,"$664,351",-,-,"$664,351",100%
"1,010",Abattoir,"$663,460",-,-,"$663,460",100%
"1,011",City of Gold,"$660,445","$640,979",97.1%,"$19,466",2.9%
"1,012",Onda su onda,"$659,523",-,-,"$659,523",100%
"1,013",Horror Stories III,"$654,450",-,-,"$654,450",100%
"1,014",A Month of Sundays,"$654,116",-,-,"$654,116",100%
"1,015",Rudý kapitán,"$651,765",-,-,"$651,765",100%
"1,016",Tum Bin 2,"$650,387",-,-,"$650,387",100%
"1,017",The Family Fang,"$649,555","$262,921",40.5%,"$386,634",59.5%
"1,018",Benim Adim Feridun,"$646,617",-,-,"$646,617",100%
"1,019",Foolish Plan,"$646,105",-,-,"$646,105",100%
"1,020",Gilbert's Grim Revenge,"$645,590",-,-,"$645,590",100%
"1,021",The Bride with Painted Skin,"$645,256",-,-,"$645,256",100%
"1,022",Nise: The Heart of Madness,"$641,510",-,-,"$641,510",100%
"1,023",Sparta,"$641,359",-,-,"$641,359",100%
"1,024",Diggery,"$639,052",-,-,"$639,052",100%
"1,025","Derzhi udar, detka!","$638,823",-,-,"$638,823",100%
"1,026",Judge Archer,"$637,482",-,-,"$637,482",100%
"1,027",Haikyu!! The Movie: Ending and Beginning,"$634,583",-,-,"$634,583",100%
"1,028",For the Birds,"$633,959",-,-,"$633,959",100%
"1,029",Kappen!,"$629,439",-,-,"$629,439",100%
"1,030",Suddenly Twenty,"$627,563",-,-,"$627,563",100%
"1,031",Range 15,"$621,738","$621,738",100%,-,-
"1,032",Long quan xiao zi,"$616,640",-,-,"$616,640",100%
"1,033",Shakespeare Live! From the RSC,"$616,342",-,-,"$616,342",100%
"1,034",The Adventures of the Ugly Duckling,"$616,018",-,-,"$616,018",100%
"1,035",The Bronze,"$615,816","$615,816",100%,-,-
"1,036",Abu Shanab,"$615,386",-,-,"$615,386",100%
"1,037",The Bremen Bandits,"$615,277",-,-,"$615,277",100%
"1,038",Welcome to Norway,"$610,580",-,-,"$610,580",100%
"1,039",Mr. Right,"$607,595","$34,694",5.7%,"$572,901",94.3%
"1,040",Genis Aile 2: Her Türlü,"$607,170",-,-,"$607,170",100%
"1,041",La última fiesta,"$606,962",-,-,"$606,962",100%
"1,042",Showdown in Manila,"$606,238",-,-,"$606,238",100%
"1,043",Queen of Walking,"$603,699",-,-,"$603,699",100%
"1,044",All Roads Lead to Rome,"$602,872",-,-,"$602,872",100%
"1,045",Les naufragés,"$602,788",-,-,"$602,788",100%
"1,046",Belgica,"$600,455",-,-,"$600,455",100%
"1,047",The Net,"$599,913",-,-,"$599,913",100%
"1,048",The Fencer 2016 Re-release,"$599,537","$95,952",16%,"$503,585",84%
"1,049",The Whisper,"$599,101",-,-,"$599,101",100%
"1,050",Egon Schiele: Tod und Mädchen,"$598,929",-,-,"$598,929",100%
"1,051",Sneekweek,"$597,149",-,-,"$597,149",100%
"1,052",7 Minutes,"$593,966",-,-,"$593,966",100%
"1,053",Two Lottery Tickets,"$593,418",-,-,"$593,418",100%
"1,054",Love Games,"$591,008",-,-,"$591,008",100%
"1,055",Greetings from Fukushima,"$589,491",-,-,"$589,491",100%
"1,056",Eiourinn,"$588,272",-,-,"$588,272",100%
"1,057",The Guest,"$587,873",-,-,"$587,873",100%
"1,058",Americano,"$587,592",-,-,"$587,592",100%
"1,059",Mobile Suit Gundam: The Origin IV: Eve of Destiny,"$586,061",-,-,"$586,061",100%
"1,060",Fruit Story,"$585,388",-,-,"$585,388",100%
"1,061",The 9th Life of Louis Drax,"$584,723",-,-,"$584,723",100%
"1,062",Gleason,"$583,664","$583,664",100%,-,-
"1,063",Prima di lunedì,"$579,732",-,-,"$579,732",100%
"1,064",Harry & Snowman,"$578,820","$561,460",97%,"$17,360",3%
"1,065",I'm a Killer,"$578,768",-,-,"$578,768",100%
"1,066",Weird Science: Future Bride,"$578,152",-,-,"$578,152",100%
"1,067",Boys Will Be Boys,"$574,527",-,-,"$574,527",100%
"1,068",Precious Cargo,"$567,064",-,-,"$567,064",100%
"1,069",Somuncu Baba: Askin Sirri,"$566,636",-,-,"$566,636",100%
"1,070",Bitcoin Heist,"$562,919",-,-,"$562,919",100%
"1,071",The Happiest Day in the Life of Olli Maki,"$562,537",-,-,"$562,537",100%
"1,072",Il-sa-gag-o,"$561,131",-,-,"$561,131",100%
"1,073",The Pills: Sempre meglio che lavorare,"$560,041",-,-,"$560,041",100%
"1,074",Love Stories,"$554,976",-,-,"$554,976",100%
"1,075",Endless Poetry,"$554,706","$153,440",27.7%,"$401,266",72.3%
"1,076",LoveShhuda,"$552,922",-,-,"$552,922",100%
"1,077",Goldstone,"$552,757",-,-,"$552,757",100%
"1,078",Viral,"$551,760",-,-,"$551,760",100%
"1,079",Janaan,"$550,899",-,-,"$550,899",100%
"1,080",We Are X,"$548,126","$45,270",8.3%,"$502,856",91.7%
"1,081",Deliormanli,"$546,823",-,-,"$546,823",100%
"1,082",Planetarium,"$546,584","$3,262",0.6%,"$543,322",99.4%
"1,083",Worst Woman,"$540,926",-,-,"$540,926",100%
"1,084",Yok Artik 2,"$539,716",-,-,"$539,716",100%
"1,085",DINO X Adventure Squad,"$539,407",-,-,"$539,407",100%
"1,086",Guardians of the Night,"$538,091",-,-,"$538,091",100%
"1,087",Prazdniny v Provence,"$534,252",-,-,"$534,252",100%
"1,088",Kahaani 2,"$532,877","$350,703",65.8%,"$182,174",34.2%
"1,089","Rico, Oskar und der Diebstahlstein","$531,452",-,-,"$531,452",100%
